tile_z_x_y,mask,center_mask,width,length
13_3762_4373,"[(17, 119.5), (25.5, 115), (10, 84.5), (4, 87.5), (2.5, 90), (17, 119.5)]","[119094.074, 492847.676]",4.039,14.455
13_3762_4373,"[(35, 155.5), (43.5, 151), (31.5, 125), (29, 123.5), (20.5, 129), (32.5, 154), (35, 155.5)]","[119101.75, 492831.923]",4.892,13.207
13_3762_4373,"[(58, 198.5), (65.5, 194), (47.5, 158), (45, 154.5), (43, 154.5), (30, 163), (35, 172), (50, 202), (54, 201), (58, 198.5)]","[119108.412, 492815.71]",7.498,19.486
13_3762_4373,"[(67, 235.5), (79, 229.5), (80.5, 226), (68.5, 203), (65, 201.5), (54, 207.5), (53.5, 210), (67, 235.5)]","[119116.478, 492798.953]",6.943,13.145
13_3762_4373,"[(94, 255.5), (93.5, 251), (84, 233.5), (71, 241), (78, 256), (94, 255.5)]","[119123.027, 492787.084]",6.723,10.124
13_3785_4349,"[(145, 144.5), (178, 106), (162, 92), (158.5, 94), (128.5, 131), (136, 138.5), (145, 144.5)]","[121625.569, 490260.447]",21.935,9.498
13_3785_4349,"[(29, 159), (64, 113), (74, 112), (76, 117), (67, 131), (41, 163), (33, 166), (28, 164)]","[121583.28, 490251.851]",29.08,5.58
13_3785_4349,"[(50, 154), (78, 120), (81, 119), (87, 122), (85, 129), (63, 160), (54, 170), (48, 167), (45, 161)]","[121588.92, 490249.247]",25.002,5.817
13_3779_4337,"[(190, 241.5), (233, 236.5), (232.5, 225), (183, 229.5), (183.5, 241), (190, 241.5)]","[121003.409, 488921.854]",21.104,5.285
13_3779_4337,"[(131, 245.5), (172, 241.5), (174.5, 240), (175.5, 235), (170, 231.5), (130, 235.5), (128.5, 239), (129.5, 245), (131, 245.5)]","[120979.828, 488919.686]",19.81,4.262
13_3779_4337,"[(47, 241), (52, 238), (80, 235), (90, 237), (90, 244), (88, 247), (53, 249), (47, 246)]","[120945.203, 488918.104]",18.246,5.223
13_3719_4291,"[(75, 39.5), (78.5, 36), (80.5, 30), (83.5, 27), (85.5, 21), (88.5, 18), (98, 0), (79, 0), (76.5, 2), (74.5, 8), (71.5, 11), (69.5, 17), (66.5, 20), (60.5, 32), (67, 36.5), (75, 39.5)]","[114497.861, 484066.283]",19.724,7.669
13_3719_4291,"[(51, 85.5), (72.5, 52), (73.5, 48), (75.5, 47), (74, 43.5), (65, 38.5), (56.5, 50), (40.5, 78), (41, 80.5), (51, 85.5)]","[114489.264, 484047.93]",20.564,6.109
13_3719_4291,"[(8, 156.5), (34.5, 114), (30, 109.5), (21, 104.5), (17.5, 106), (17.5, 108), (0, 137), (0, 152), (8, 156.5)]","[114471.315, 484019.621]",21.813,7.836
13_3780_4335,"[(64, 53.5), (67.5, 49), (71.5, 19), (71.5, 7), (69, 3.5), (67, 3.5), (63.5, 7), (61.5, 12), (57.5, 48), (61, 53.5), (64, 53.5)]","[121050.935, 488792.747]",21.243,4.499
13_3780_4335,"[(15, 115.5), (15, 74), (13, 71), (10, 70), (6.5, 70), (5.5, 114), (7, 115.5), (15, 115.5)]","[121028.068, 488765.539]",3.99,19.11
13_3780_4335,"[(1, 202.5), (3.5, 200), (4.5, 194), (7.5, 158), (7.5, 152), (4, 148.5), (0, 149), (0, 202), (1, 202.5)]","[121024.961, 488732.401]",3.15,22.68
13_3780_4335,"[(53, 193.5), (54.5, 192), (56.5, 154), (46, 152.5), (42.5, 192), (53, 193.5)]","[121044.601, 488731.967]",16.893,5.02
13_3780_4335,"[(49, 238.5), (51.5, 228), (53.5, 202), (43, 200.5), (38.5, 237), (49, 238.5)]","[121043.12, 488712.535]",15.532,4.956
13_3808_4315,"[(80, 56), (80, 53), (80, 44), (71, 43.5), (34, 43.5), (32.5, 45), (32.5, 54), (34, 55.5), (71, 55.5)]","[124057.904, 486633.59]",5.209,19.999
13_3808_4315,"[(159, 56.5), (160.5, 55), (160.5, 47), (159, 42.5), (127, 42.5), (124.5, 47), (126, 56.5), (159, 56.5)]","[124094.213, 486633.597]",15.12,5.88
13_3808_4315,"[(119, 56.5), (119, 44.5), (85, 45), (84, 48), (84, 58), (90, 58), (119, 56.5)]","[124076.782, 486632.941]",14.782,5.49
13_3808_4315,"[(29, 61.5), (29, 46.5), (0, 47), (0, 61.5), (29, 61.5)]","[124040.364, 486631.668]",12.18,6.3
13_3800_4318,"[(9, 176.5), (15.5, 163), (0, 154.5), (0, 172), (9, 176.5)]","[123176.7, 486907.33]",6.574,7.513
13_3800_4318,"[(68, 200.5), (72.5, 194), (70, 189.5), (28, 166.5), (23.5, 169), (22.5, 176), (24, 177.5), (68, 200.5)]","[123193.784, 486900.01]",4.859,23.094
13_3800_4318,"[(139, 239.5), (142.5, 234), (140, 230.5), (104, 208.5), (100, 206.5), (94.5, 207), (92.5, 214), (96, 217.5), (131, 237.5), (139, 239.5)]","[123223.12, 486883.367]",4.949,23.13
13_3800_4318,"[(143, 246), (150, 235), (178, 251), (176, 255), (159, 256), (150, 249)]","[123241.092, 486873.101]",5.782,13.909
13_3815_4325,"[(128, 149.5), (131.5, 145), (131.5, 132), (127.5, 67), (124, 63.5), (119, 63.5), (115.5, 68), (119.5, 136), (121.5, 146), (125, 149.5), (128, 149.5)]","[124838.886, 487685.14]",5.13,36.28
13_3815_4325,"[(255, 120.5), (255.5, 65), (254, 64.5), (248.5, 68), (248.5, 75), (250.5, 115), (251.5, 118), (255, 120.5)]","[124892.871, 487691.743]",23.515,2.929
13_3815_4325,"[(68, 160.5), (72.5, 158), (71.5, 87), (70.5, 69), (66, 65.5), (63, 65.5), (58.5, 70), (60.5, 143), (61.5, 158), (68, 160.5)]","[124814.497, 487682.375]",5.262,39.943
13_3815_4325,"[(107, 142.5), (110.5, 138), (107.5, 74), (101, 65.5), (97.5, 70), (95.5, 77), (98.5, 133), (99.5, 140), (103, 142.5), (107, 142.5)]","[124830.14, 487685.41]",5.093,32.423
13_3815_4325,"[(87, 136.5), (92.5, 113), (92.5, 93), (89.5, 76), (84, 68.5), (79.5, 76), (78.5, 82), (78.5, 108), (82.5, 128), (85.5, 136), (87, 136.5)]","[124822.738, 487687.264]",5.88,28.56
13_3815_4325,"[(51, 161.5), (53.5, 160), (53.5, 144), (50.5, 72), (49, 70.5), (43, 70.5), (40.5, 73), (40.5, 90), (43.5, 158), (47, 161.5), (51, 161.5)]","[124806.627, 487680.985]",4.511,38.327
13_3815_4325,"[(10, 136.5), (14.5, 132), (12.5, 79), (11, 72.5), (5, 71.5), (2.5, 74), (3.5, 131), (6, 135.5), (10, 136.5)]","[124790.33, 487685.798]",4.601,27.36
13_3815_4325,"[(35, 160), (33.5, 128), (31.5, 82), (30.5, 73), (27, 71.5), (21.5, 73), (23.5, 122), (24.5, 128), (26, 161), (32, 163)]","[124798.764, 487680.675]",4.11,38.486
13_3799_4325,"[(62, 184.5), (65.5, 174), (64, 172.5), (19, 160.5), (15.5, 161), (13.5, 168), (14, 172.5), (62, 184.5)]","[123082.911, 487657.243]",5.399,21.799
13_3799_4325,"[(125, 207.5), (131.5, 204), (130.5, 202), (124, 196.5), (113.5, 194), (129, 196.5), (137.5, 193), (129, 185.5), (80, 172.5), (71.5, 173), (70.5, 179), (74, 182.5), (90.5, 187), (76, 184.5), (72.5, 188), (72.5, 192), (75, 195.5), (125, 207.5)]","[123109.275, 487649.872]",9.883,28.915
13_3799_4325,"[(51, 196), (54, 189), (34, 184), (9, 177.5), (5.5, 181), (5.5, 184), (11, 187.5), (29, 192), (37, 194.5)]","[123078.807, 487650.944]",4.006,20.568
13_3799_4325,"[(185, 220.5), (189, 205.5), (152, 194.5), (147.5, 196), (144.5, 206), (145, 209.5), (185, 220.5)]","[123136.482, 487642.585]",6.854,18.016
13_3799_4325,"[(255, 241.5), (255.5, 222), (254, 220.5), (242, 218.5), (237, 220.5), (233.5, 224), (233.5, 230), (238, 236.5), (255, 241.5)]","[123169.645, 487633.388]",8.631,10.115
13_3799_4325,"[(227, 214), (214, 210), (204, 255), (219, 255), (222, 236)]","[123157.138, 487631.428]",19.361,6.15
13_3788_4340,"[(144, 20.5), (156.5, 16), (152.5, 1), (151, 0), (137, 0), (137.5, 6), (141.5, 16), (140.5, 20), (144, 20.5)]","[121945.357, 489338.475]",6.923,9.035
13_3788_4340,"[(175, 60), (171, 48), (175, 45), (169, 23), (157, 22.5), (148, 25.5), (147.5, 28), (159.5, 61), (162, 62.5)]","[121952.067, 489325.234]",9.264,17.184
13_3788_4340,"[(169, 97.5), (177.5, 94), (172.5, 73), (171, 71.5), (160.5, 75), (165.5, 97), (169, 97.5)]","[121954.81, 489306.828]",5.195,10.428
13_3788_4340,"[(177, 132.5), (192.5, 128), (185, 96.5), (169, 99.5), (167.5, 101), (174.5, 129), (177, 132.5)]","[121959.442, 489294.43]",7.588,14.261
13_3788_4340,"[(187, 173.5), (197.5, 170), (190.5, 137), (189, 135.5), (177.5, 139), (184.5, 164), (184.5, 172), (187, 173.5)]","[121962.739, 489277.596]",5.515,15.438
13_3788_4340,"[(198, 205.5), (206, 202.5), (206.5, 201), (198.5, 176), (196, 173.5), (189, 175.5), (187.5, 180), (191.5, 189), (195.5, 205), (198, 205.5)]","[121966.568, 489262.77]",4.912,13.153
13_3788_4340,"[(208, 244.5), (223.5, 239), (223.5, 235), (216, 211.5), (198.5, 217), (205.5, 243), (208, 244.5)]","[121972.58, 489246.584]",8.22,12.215
13_3776_4338,"[(87, 92), (89, 86), (90, 79), (68, 74.5), (22, 64.5), (19, 64.5), (17.5, 67), (16.5, 75), (18, 76.5), (67, 86.5)]","[120615.987, 489094.771]",5.603,31.034
13_3787_4351,"[(227, 178.5), (252.5, 157), (252.5, 155), (243, 144.5), (215.5, 166), (221.5, 174), (227, 178.5)]","[121874.746, 490457.247]",15.098,7.127
13_3787_4351,"[(186, 200), (213, 177), (197, 160.5), (169.5, 180), (179.5, 194), (183, 198)]","[121856.503, 490449.543]",15.341,10.888
13_3787_4351,"[(163, 207.5), (173.5, 199), (173.5, 197), (153.5, 174), (151, 173), (145, 176), (139.5, 180), (139.5, 182), (163, 207.5)]","[121842.143, 490445.515]",6.642,15.392
13_3787_4351,"[(108, 235), (92, 217), (93, 212), (99, 210), (113, 225), (118, 231), (114, 236), (110, 238)]","[121820.292, 490431.178]",4.51,13.393
13_3787_4351,"[(92, 196), (93, 190), (99, 190), (103, 193), (109, 199), (126, 218), (127, 223), (125, 226), (121, 228), (109, 216)]","[121822.429, 490437.629]",4.761,20.23
13_3787_4351,"[(99, 183), (100, 179), (108, 179), (116, 189), (131, 207), (137, 212), (136, 217), (133, 220), (120, 208), (99, 186)]","[121825.543, 490442.019]",4.764,22.026
13_3787_4351,"[(113, 176), (118, 173), (128, 183), (141, 198), (146, 205), (144, 210), (140, 212), (129, 202), (116, 185), (112, 180)]","[121830.537, 490444.171]",4.909,19.318
13_3792_4287,"[(126, 222.5), (181, 187.5), (182.5, 182), (180.5, 178), (178, 176.5), (171, 177.5), (122, 211.5), (118.5, 217), (123, 222.5), (126, 222.5)]","[122377.546, 483560.337]",30.763,5.798
13_3792_4287,"[(132, 233.5), (184, 200.5), (186.5, 198), (189.5, 190), (180, 189.5), (129, 223.5), (127.5, 225), (127.5, 230), (132, 233.5)]","[122380.365, 483555.43]",30.986,4.776
13_3792_4287,"[(71, 255.5), (105, 234.5), (107.5, 231), (106.5, 227), (103, 224.5), (95, 227.5), (58.5, 252), (60, 255.5), (71, 255.5)]","[122349.378, 483542.67]",22.906,4.708
13_3792_4287,"[(94, 255.5), (111.5, 244), (106, 235.5), (73.5, 255), (94, 255.5)]","[122354.006, 483539.92]",16.063,4.61
13_3816_4325,"[(219, 136.5), (224.5, 132), (221.5, 75), (219.5, 57), (213, 48.5), (207.5, 56), (206.5, 62), (208.5, 83), (209.5, 129), (213, 135.5), (219, 136.5)]","[124984.881, 487689.878]",6.225,37.041
13_3816_4325,"[(202, 142), (202, 109), (202, 96), (197, 51), (193, 50), (188, 50.5), (186.5, 52), (189, 136), (190, 141), (193, 143)]","[124976.04, 487688.576]",5.957,39.043
13_3816_4325,"[(97, 145.5), (102.5, 139), (99.5, 71), (98.5, 56), (95, 52.5), (91, 51.5), (86.5, 55), (89.5, 134), (90.5, 141), (97, 145.5)]","[124934.047, 487688.332]",5.362,39.553
13_3816_4325,"[(115, 139.5), (120.5, 131), (120.5, 109), (117.5, 57), (113, 52.5), (111, 52.5), (107.5, 55), (105.5, 59), (106.5, 115), (108.5, 133), (115, 139.5)]","[124941.831, 487689.458]",5.924,36.564
13_3816_4325,"[(58, 122.5), (63.5, 110), (62.5, 62), (59, 56.5), (55, 55.5), (50.5, 59), (48.5, 68), (49.5, 110), (53.5, 119), (58, 122.5)]","[124917.949, 487692.739]",5.931,28.16
13_3816_4325,"[(180, 141), (178, 114), (178, 99), (176, 63), (174, 57), (168, 52), (165, 56), (164.5, 58), (167, 116), (167, 141), (175, 145)]","[124966.602, 487687.664]",5.454,39.156
13_3816_4325,"[(21, 125.5), (23.5, 120), (21.5, 61), (19, 57.5), (14, 57.5), (11.5, 60), (13.5, 115), (16.5, 125), (21, 125.5)]","[124901.792, 487691.522]",4.182,28.648
13_3816_4325,"[(80, 124.5), (82.5, 117), (80.5, 76), (81.5, 75), (80.5, 65), (77, 61.5), (74, 61.5), (69.5, 67), (72.5, 117), (75, 124.5), (80, 124.5)]","[124926.433, 487690.839]",4.83,26.563
13_3816_4325,"[(41, 120.5), (43.5, 119), (42.5, 72), (41.5, 65), (36, 62.5), (30.5, 68), (32.5, 114), (33.5, 118), (36, 120.5), (41, 120.5)]","[124910.058, 487691.067]",4.962,24.428
13_3816_4325,"[(158, 129), (157.5, 101), (157.5, 93), (154.5, 59), (152, 53.5), (148, 53.5), (146.5, 55), (146.5, 68), (147, 103), (151, 130), (155, 132)]","[124958.281, 487690.772]",4.47,33.009
13_3816_4325,"[(3, 120.5), (6.5, 117), (4.5, 68), (0, 65.5), (0, 120), (3, 120.5)]","[124895.552, 487689.784]",2.73,23.1
13_3789_4362,"[(112, 26), (118, 23), (103.5, 1), (102, 0), (90, 0), (89.5, 1), (108.5, 29), (110, 28)]","[122035.125, 491702.422]",4.866,14.597
13_3789_4362,"[(144, 59), (132, 42), (128, 38), (123, 29), (108.5, 42), (129, 69)]","[122044.304, 491686.974]",8.12,15.38
13_3789_4362,"[(25, 91), (39, 80), (14.5, 57), (11, 54.5), (1.5, 63), (19.5, 86), (23, 88.5)]","[121999.647, 491677.24]",7.443,16.37
13_3789_4362,"[(149, 93.5), (161.5, 83), (146, 62.5), (135, 70.5), (132.5, 74), (143.5, 89), (149, 93.5)]","[122053.0, 491675.0]",7.55,11.252
13_3789_4362,"[(51, 123.5), (67, 113), (41, 81), (27.5, 93), (51, 123.5)]","[122011.026, 491664.704]",7.996,17.317
13_3789_4362,"[(167, 120.5), (180.5, 109), (166.5, 91), (164, 90.5), (150.5, 101), (163.5, 118), (167, 120.5)]","[122060.896, 491663.648]",7.957,10.719
13_3789_4362,"[(76, 148.5), (85.5, 140), (85.5, 138), (72, 121), (61, 131), (76, 148.5)]","[122022.337, 491651.219]",6.241,9.863
13_3789_4362,"[(207, 166.5), (220.5, 156), (205, 136), (197, 142), (189.5, 146), (202.5, 163), (207, 166.5)]","[122077.568, 491644.236]",7.776,11.308
13_3789_4362,"[(106, 188.5), (117.5, 178), (90, 144.5), (78.5, 154), (106, 188.5)]","[122032.553, 491637.96]",6.531,18.548
13_3789_4362,"[(131, 218.5), (143.5, 207), (122, 181.5), (109.5, 193), (131, 218.5)]","[122044.49, 491623.84]",7.127,14.317
13_3789_4362,"[(249, 207.5), (255, 202), (255, 191), (242, 181.5), (232.5, 192), (249, 207.5)]","[122094.448, 491626.284]",6.776,9.875
13_3789_4362,"[(155, 248.5), (165.5, 240), (145, 213.5), (134.5, 223), (155, 248.5)]","[122054.336, 491610.763]",5.937,14.088
13_3789_4362,"[(183, 255.5), (183.5, 254), (171, 240.5), (157.5, 252), (159, 255.5), (183, 255.5)]","[122062.863, 491602.712]",8.242,8.064
13_3789_4362,"[(219, 170), (228, 161), (239, 177), (233, 184), (228, 180), (222, 184), (214, 175)]","[122086.623, 491634.726]",8.301,8.615
13_3789_4362,"[(171, 124), (186, 141), (188, 144), (201, 133), (184, 112)]","[122069.493, 491654.054]",7.424,11.345
13_3798_4312,"[(142, 58.5), (176, 43.5), (176.5, 38), (174, 35.5), (171, 35.5), (138, 50.5), (136.5, 53), (137.5, 56), (142, 58.5)]","[123024.979, 486312.161]",18.038,3.922
13_3798_4312,"[(74, 89.5), (110, 73.5), (113.5, 70), (113.5, 66), (109, 62.5), (106, 63.5), (70, 80.5), (67.5, 83), (67.5, 87), (70, 89.5), (74, 89.5)]","[122997.162, 486299.762]",21.236,4.515
13_3798_4312,"[(27, 108.5), (58, 94.5), (54.5, 85), (49, 85.5), (21, 98.5), (24.5, 108), (27, 108.5)]","[122975.612, 486291.326]",15.459,5.001
13_3798_4312,"[(1, 123.5), (21.5, 114), (16, 101.5), (0, 109), (0, 123), (1, 123.5)]","[122963.016, 486284.621]",9.894,5.735
13_3795_4285,"[(64, 47.5), (74, 43.5), (76.5, 41), (59.5, 1), (58, 0), (53, 0), (46, 2.5), (45.5, 5), (64, 47.5)]","[122662.079, 483419.219]",6.069,20.448
13_3795_4287,"[(177, 136.5), (217, 115), (220, 113), (214.5, 102), (207, 103.5), (173, 122), (169.5, 124), (175.5, 136), (177, 136.5)]","[122718.234, 483593.985]",21.189,6.243
13_3795_4287,"[(131, 156), (172, 139), (165, 121), (124.5, 138), (128.5, 149), (129, 152)]","[122698.693, 483585.657]",18.954,8.11
13_3795_4287,"[(88, 173.5), (126, 160.5), (127.5, 157), (125.5, 152), (123, 149.5), (119, 149.5), (84, 162.5), (81.5, 168), (85, 172.5), (88, 173.5)]","[122680.512, 483576.085]",19.775,5.323
13_3795_4287,"[(80, 255.5), (70, 227.5), (53.5, 234), (62, 255.5), (80, 255.5)]","[122664.496, 483541.8]",7.444,12.487
13_3795_4287,"[(62, 169), (44, 214), (54, 219), (62, 220), (80, 176), (69, 172)]","[122662.452, 483561.899]",20.824,8.111
13_3789_4282,"[(229, 239.5), (255.5, 208), (255.5, 203), (248, 196.5), (218.5, 230), (229, 239.5)]","[122091.32, 483014.63]",18.861,5.947
13_3791_4308,"[(117, 128.5), (150.5, 99), (149.5, 96), (144, 90.5), (138, 93.5), (109.5, 119), (109.5, 121), (117, 128.5)]","[122260.946, 485855.953]",19.547,5.203
13_3791_4308,"[(175, 2), (185, 11), (163, 35), (155, 28)]","[122277.76, 485893.986]",13.736,5.651
13_3783_4311,"[(23, 222.5), (25.5, 220), (25.5, 216), (24, 214.5), (3, 209.5), (0, 210), (0, 217.5), (23, 222.5)]","[121351.468, 486133.612]",3.551,11.358
13_3783_4311,"[(90, 239.5), (92.5, 235), (86, 230.5), (50, 222.5), (40.5, 225), (42, 227.5), (49, 231.5), (90, 239.5)]","[121374.311, 486127.428]",3.781,22.231
13_3783_4311,"[(151, 251.5), (153.5, 246), (152, 243.5), (149, 242.5), (109, 233.5), (104, 233.5), (101.5, 236), (101.5, 240), (107, 242.5), (145, 251.5), (151, 251.5)]","[121399.798, 486122.478]",4.057,22.229
13_3810_4324,"[(137, 248.5), (141.5, 246), (143.5, 241), (139, 234.5), (96, 223.5), (93, 221.5), (88, 221.5), (78, 217.5), (77, 218.5), (72, 216.5), (65, 216.5), (53, 219), (60, 224.5), (67, 229.5), (137, 248.5)]","[124291.626, 487524.816]",6.103,39.103
13_3816_4315,"[(93, 48), (93, 32), (57, 31), (57, 47.5), (95, 47.5)]","[124925.814, 486637.814]",6.929,16.055
13_3816_4315,"[(53, 51.5), (53, 31.5), (18.5, 32), (19, 51.5), (53, 51.5)]","[124909.497, 486636.928]",14.492,8.399
13_3816_4315,"[(0, 31), (17, 31), (18, 41), (1, 42)]","[124898.124, 486639.171]",7.3,4.637
13_3768_4315,"[(248, 71.5), (255.5, 68), (255.5, 63), (238.5, 24), (236, 22.5), (227, 26.5), (226.5, 28), (244.5, 69), (246, 71.5), (248, 71.5)]","[119834.918, 486634.685]",5.29,20.87
13_3826_4331,"[(184, 48.5), (210.5, 15), (197, 3.5), (169.5, 38), (182, 48.5), (184, 48.5)]","[126049.415, 488363.591]",18.706,7.511
13_3781_4342,"[(69, 192), (87, 185.5), (87.5, 181), (84, 179), (81, 179), (54, 185), (34, 191), (36, 200), (47, 198), (60, 194)]","[121156.347, 489478.053]",22.968,4.494
13_3781_4342,"[(67, 219.5), (94, 212.5), (95.5, 211), (95.5, 207), (93.5, 201), (92, 199.5), (62, 207.5), (37, 217), (41, 226), (57, 224), (67, 219.5)]","[121159.514, 489467.899]",24.709,5.994
13_3781_4342,"[(66, 244), (94, 237.5), (100, 233), (99, 228), (70, 230), (46, 239), (46, 243), (60, 243)]","[121162.259, 489458.284]",23.108,5.348
13_3816_4324,"[(194, 186.5), (253, 175.5), (255.5, 174), (255.5, 163), (245, 163.5), (185, 175.5), (182.5, 179), (183.5, 184), (186, 186.5), (194, 186.5)]","[124986.807, 487548.561]",31.372,5.57
13_3832_4306,"[(64, 211), (74, 211), (71, 168), (58, 168.5), (59, 211), (62, 212)]","[126642.239, 485606.83]",6.285,18.343
13_3832_4306,"[(6, 214.5), (11, 214), (19, 214), (21, 214), (23, 212.5), (34, 210.5), (33.5, 198), (1, 201), (1, 215), (6, 214.5)]","[126621.912, 485600.014]",14.249,6.209
13_3781_4328,"[(211, 236), (221, 222), (225, 222), (227, 228), (217, 246), (208, 255), (201, 254), (206, 240)]","[121221.247, 487951.713]",16.778,5.162
13_3781_4328,"[(231, 210), (228, 204), (239, 185), (251, 164), (255, 158), (256, 177), (250, 190), (242, 205), (236, 211)]","[121233.485, 487973.08]",23.958,5.307
13_3789_4339,"[(8, 146.5), (21.5, 142), (11, 106.5), (0, 110), (0, 128), (4.5, 146), (8, 146.5)]","[121995.147, 489181.233]",7.323,15.753
13_3789_4339,"[(28, 232.5), (35, 230.5), (36.5, 228), (28, 201.5), (21, 203.5), (19.5, 208), (26.5, 232), (28, 232.5)]","[122002.994, 489143.572]",4.502,12.533
13_3789_4339,"[(42, 255.5), (42.5, 253), (37.5, 234), (27, 235.5), (26.5, 239), (30.5, 255), (42, 255.5)]","[122005.79, 489131.933]",5.093,9.677
13_3789_4339,"[(10, 163), (26, 160), (30, 172), (35, 171), (37, 179), (32, 181), (35, 195), (19, 200)]","[122001.184, 489159.592]",9.43,15.993
13_3767_4329,"[(102, 32.5), (111.5, 30), (106.5, 9), (106.5, 2), (105, 0.5), (95, 0.5), (99.5, 28), (102, 32.5)]","[119669.161, 488152.929]",4.814,13.748
13_3767_4329,"[(113, 74.5), (122, 72.5), (122.5, 69), (115.5, 38), (110, 37.5), (103.5, 40), (110.5, 73), (113, 74.5)]","[119673.458, 488136.198]",5.284,15.443
13_3767_4329,"[(120, 112.5), (130.5, 109), (124, 79.5), (111.5, 82), (116.5, 109), (118, 112.5), (120, 112.5)]","[119676.67, 488119.325]",5.742,13.278
13_3767_4329,"[(132, 145.5), (138, 143.5), (138.5, 141), (136.5, 138), (132.5, 115), (129, 114.5), (123, 116.5), (122.5, 118), (128.5, 145), (132, 145.5)]","[119680.625, 488105.105]",4.464,12.983
13_3767_4329,"[(135, 183.5), (145.5, 181), (140.5, 154), (138, 148.5), (125.5, 152), (131.5, 180), (133, 183.5), (135, 183.5)]","[119682.897, 488089.878]",5.984,14.11
13_3767_4329,"[(155, 227.5), (165, 223.5), (165.5, 221), (152.5, 187), (148, 185.5), (139, 189.5), (137.5, 192), (149.5, 223), (152, 227.5), (155, 227.5)]","[119689.586, 488072.913]",6.633,17.512
13_3767_4329,"[(169, 255.5), (169.5, 251), (165.5, 229), (164, 227.5), (154, 229.5), (153.5, 236), (157.5, 255), (169, 255.5)]","[119693.733, 488058.089]",5.485,11.946
13_3845_4310,"[(123, 147), (127, 142), (125, 137), (84, 80), (77, 76), (72, 84), (116, 147), (119, 148)]","[128054.413, 486069.393]",5.504,35.51
13_3845_4310,"[(100, 164.5), (111.5, 156), (62.5, 84), (53, 85), (50, 87), (49, 89), (51, 98), (92.5, 156), (100, 164.5)]","[128045.655, 486065.21]",7.301,38.725
13_3845_4310,"[(62, 190.5), (73.5, 182), (72.5, 180), (23.5, 108), (20, 108), (15, 107), (12, 112), (12, 118), (62, 190.5)]","[128029.947, 486054.724]",6.356,40.099
13_3845_4310,"[(24, 216.5), (33, 210.5), (35.5, 207), (0, 155.5), (0, 182), (24, 216.5)]","[128018.86, 486037.067]",6.317,26.885
13_3845_4310,"[(5, 229.5), (14, 223.5), (16.5, 220), (0, 195.5), (0, 222), (5, 229.5)]","[128015.024, 486026.327]",6.235,13.039
13_3845_4310,"[(10, 158), (28, 184), (38, 198), (43, 199), (45, 195), (45, 190), (25, 163), (16, 150), (13, 149), (11, 151)]","[128024.085, 486043.432]",4.345,24.412
13_3803_4318,"[(226, 162.5), (252, 138), (250, 136), (242, 129), (216.5, 154), (226, 162.5)]","[123595.033, 486915.75]",15.351,5.639
13_3793_4321,"[(157, 21.5), (160, 22), (162, 19.5), (166.5, 15), (167, 13), (169, 9), (174, 0.5), (160.5, 1), (158.5, 5), (156, 8), (155.5, 10), (155, 12), (154.5, 13), (154.5, 17), (157, 21.5)]","[122489.711, 487295.323]",11.114,5.268
13_3793_4321,"[(222, 53), (243, 13), (253, 9), (253, 18), (229, 58), (224, 58)]","[122521.427, 487285.541]",23.914,4.682
